0,NOP,0B,[NOP]
1,LOAD_CONSTANT,1B,[LOAD_CONSTANT,@BYTE]
2,LOAD_VARIABLE,1B,[LOAD_VARIABLE,@BYTE]
3,STORM_CONSTANT,1B,[STORM_CONSTANT,@BYTE]
4,STORM_VARIABLE,1B,[STORM_VARIABLE,@BYTE]
5,ADD,0B,[ADD]
6,DEC,0B,[DEC]
7,MUL,0B,[MUL]
8,DIV,0B,[DIV]
9,CMP_GREAT_THAN,0B,[CMP_GREAT_THAN]
0a,CMP_LESS_THAN,0B,[CMP_LESS_THAN]
0b,CMP_EQUAL,0B,[CMP_EQUAL]
0c,CMP_IS_ZERO,0B,[CMP_IS_ZERO]
0d,CMP_IS_NUM,1B,[CMP_IS_NUM,@BYTE]
0e,JMP_IF_TRUE,2B,[JMP_IF_TRUE,@ADR_WORD-WORD]
0f,JMP_IF_FALSE,2B,[JMP_IF_FALSE,@ADR_WORD-WORD]
10,JMP_NO_EXPR,2B,[JMP_NO_EXPR,@ADR_WORD-WORD]
11,SAVE_VARIABLES,0B,[SAVE_VARIABLES]
12,RESET_VARIABLES,0B,[RESET_VARIABLES]
13,COPY_VARIABLES,0B,[COPY_VARIABLES]
14,SWAP_ARGS,2B,[SWAP_ARGS,@BYTE,@BYTE]
15,GIVE_VARIABLE_NUM,2B,[GIVE_VARIABLE_NUM,@BYTE,@BYTE]
16,GIVE_CONSTANT_NUM,2B,[GIVE_CONSTANT_NUM,@BYTE,@BYTE]
17,OUT,0B,[OUT]
18,CLEAN_ARGS,0B,[CLEAN_ARGS]
